col name	mean importance	std importance	description	min positive	max positive	mean positive	min negative	max negative	mean negative
PREV_NAME_PAYMENT_TYPE_Cash through the bank_MEAN	0.00042478913342118313	0.000618845290352133	(Previous Application) MEAN, Payment method that client chose to pay for the previous application	0.0	1.0	0.65	0.0	1.0	0.64
BURO_DAYS_CREDIT_MIN	0.00041248692317551313	0.00045101435532315644	(Bureau) MIN, How many days before current application did client apply for Credit Bureau credit	-2922.0	0.0	-1531.02	-2922.0	0.0	-1241.36
LIVINGAREA_MODE	0.00040341637014317406	0.0006755381000637751	(Application) Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor	0.0	1.0	0.05	0.0	1.0	0.05
INSTAL_DBD_MAX	0.00040293006143623877	0.0005051344916208179	(Installments Payments) 	0.0	589.0	35.99	0.0	227.0	34.75
APPROVED_AMT_GOODS_PRICE_MIN	0.0003893511018167099	0.0007581465429088428	(Previous Application) MIN, For consumer loans it is the price of the goods for which the loan is given	0.0	3150000.0	80280.05	0.0	1354500.0	75097.18
PREV_AMT_DOWN_PAYMENT_MAX	0.0003546466026266102	0.0004725966942741082	(Previous Application) MAX, Down payment on the previous application	0.0	1350000.0	10381.72	0.0	630000.0	7956.11
PREV_CODE_REJECT_REASON_XAP_MEAN	0.00034628743475169	0.0005727278160817138	(Previous Application) MEAN, Why was the previous application rejected	0.0	1.0	0.83	0.0	1.0	0.79
APPROVED_AMT_GOODS_PRICE_MAX	0.0003427693270455896	0.00033259576177211466	(Previous Application) MAX, For consumer loans it is the price of the goods for which the loan is given	0.0	4185000.0	297792.02	0.0	2250000.0	253990.14
APPROVED_AMT_CREDIT_MIN	0.0003281438201686234	0.00047662429274076314	(Previous Application) MIN, Credit amount of the loan	0.0	3150000.0	79672.22	0.0	1515415.5	76320.07
POS_MONTHS_BALANCE_SIZE	0.0003075714294345268	0.0005899733138444427	(POS CASH Balance) Month of balance relative to application date (-1 means the freshest balance date)	0.0	197.0	27.68	0.0	205.0	25.13
PREV_NAME_YIELD_GROUP_low_normal_MEAN	0.00029850887564488853	0.0004144002023270222	(Previous Application) MEAN, Grouped interest rate into small medium and high of the previous application	0.0	1.0	0.2	0.0	1.0	0.17
YEARS_BEGINEXPLUATATION_AVG	0.0002982508298704843	0.0008280291234905642	(Application) Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor	0.0	1.0	0.51	0.0	1.0	0.43
CLOSED_AMT_CREDIT_SUM_MAX	0.00029159595229136	0.00044429041790158857	(Application) 	0.0	55800000.0	376859.27	0.0	11700000.0	282298.25
CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN	0.0002841270104046015	0.0008036325431014176	(Credit Card Balance) MEAN, How much did the client pay during the month in total on the previous credit	0.0	581453.39	2713.74	0.0	241819.64	3877.02
ENTRANCES_MODE	0.0002826955001665257	0.0004040545293945654	(Application) Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor	0.0	1.0	0.07	0.0	0.86	0.06
ACTIVE_DAYS_CREDIT_VAR	0.00026302034911944054	0.00039677641406958434	(Application) 	0.0	4190512.5	141570.22	0.0	4055552.0	116231.32
BURO_AMT_CREDIT_SUM_MAX	0.00026187602941865346	0.0004184211778407681	(Bureau) MAX, Credit amount of the loan	0.0	92070000.0	839536.91	0.0	15727500.0	726574.45
ACTIVE_DAYS_CREDIT_ENDDATE_MEAN	0.0002615158436056165	0.00026832436252003245	(Application) 	-13207.0	31198.0	1681.13	-20696.5	31172.0	1766.56
OBS_60_CNT_SOCIAL_CIRCLE	0.0002555427079621088	0.00041582978772022167	(Application) How many observation of client's social surroundings with observable 60 DPD (days past due) default	0.0	25.0	1.39	0.0	19.0	1.53
PREV_AMT_ANNUITY_MIN	0.0002542778482121608	0.00038942131201109484	(Previous Application) MIN, Loan annuity	0.0	122988.82	7512.89	0.0	48887.32	6913.37
CLOSED_AMT_CREDIT_SUM_MEAN	0.0002449309313779993	0.0003570976263639435	(Application) 	0.0	27900000.0	186983.79	0.0	2990533.5	132405.45
ENTRANCES_MEDI	0.00024422320108066	0.0003054881115539645	(Application) Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor	0.0	1.0	0.08	0.0	0.86	0.06
NAME_INCOME_TYPE_Working	0.00023667540736684058	0.0004426593702798088	(Application) Clients income type (businessman, working, maternity leave,ï¿½)	0.0	1.0	0.52	0.0	1.0	0.61
OBS_30_CNT_SOCIAL_CIRCLE	0.00023368864242130684	0.0002509273976754274	(Application) How many observation of client's social surroundings with observable 30 DPD (days past due) default	0.0	25.0	1.41	0.0	19.0	1.55
PREV_RATE_DOWN_PAYMENT_MEAN	0.00020947871660215032	0.00028114454184769707	(Previous Application) MEAN, Down payment rate normalized on previous credit	0.0	0.85	0.07	0.0	0.6	0.06
PREV_CHANNEL_TYPE_Stone_MEAN	0.00020710282850690907	0.0005857752577606	(Previous Application) MEAN, Through which channel we acquired the client on the previous application	0.0	1.0	0.17	0.0	1.0	0.16
APPROVED_AMT_GOODS_PRICE_MEAN	0.00019659796280259022	0.00028842711614690075	(Previous Application) MEAN, For consumer loans it is the price of the goods for which the loan is given	0.0	3150000.0	165408.5	0.0	1354500.0	146073.56
ACTIVE_AMT_CREDIT_SUM_SUM	0.0001950883197572343	0.0003631172823908459	(Application) 	0.0	92700000.0	924432.47	0.0	16238250.0	932931.96
PREV_NAME_PRODUCT_TYPE_x-sell_MEAN	0.0001946501651599354	0.00029365532435310913	(Previous Application) MEAN, Was the previous application x-sell o walk-in	0.0	1.0	0.19	0.0	1.0	0.17
APPROVED_DAYS_DECISION_MEAN	0.00019448237789339222	0.0005500792329188094	(Previous Application) MEAN, Relative to current application when was the decision about previous application made	-2922.0	0.0	-976.95	-2881.0	0.0	-895.23
TOTALAREA_MODE	0.00018777214889790714	0.0003076245514265884	(Application) Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor	0.0	1.0	0.05	0.0	1.0	0.04
CLOSED_DAYS_CREDIT_MEAN	0.00015224227628672356	0.00021092779361659897	(Application) 	-2922.0	0.0	-1055.59	-2922.0	0.0	-812.47
PREV_NAME_PAYMENT_TYPE_XNA_MEAN	0.00014931359191394726	0.00027659919279089234	(Previous Application) MEAN, Payment method that client chose to pay for the previous application	0.0	1.0	0.29	0.0	1.0	0.32
PREV_AMT_APPLICATION_MAX	0.00014786747313321846	0.00023032691764143237	(Previous Application) MAX, For how much credit did client ask on the previous application	0.0	4185000.0	355500.7	0.0	2250000.0	332844.51
APPROVED_AMT_APPLICATION_MEAN	0.00014591716377356672	0.00020816287428101118	(Previous Application) MEAN, For how much credit did client ask on the previous application	0.0	3150000.0	159043.35	0.0	1354500.0	140056.38
PREV_WEEKDAY_APPR_PROCESS_START_MONDAY_MEAN	0.0001373990034638967	0.0002544139513129022	(Previous Application) MEAN, On which day of the week did the client apply for the loan	0.0	1.0	0.14	0.0	1.0	0.14
PREV_NAME_CASH_LOAN_PURPOSE_XAP_MEAN	0.00012978131147914923	0.00036707698167275977	(Previous Application) MEAN, Purpose of the cash loan	0.0	1.0	0.65	0.0	1.0	0.64
CC_AMT_PAYMENT_CURRENT_MAX	0.00012728902269224337	0.0003600277244651745	(Credit Card Balance) MAX, How much did the client pay during the month on the previous credit	0.0	1981395.0	22475.37	0.0	822150.0	31472.76
LANDAREA_MEDI	0.00012444423062924056	0.00023887663783771654	(Application) Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor	0.0	1.0	0.03	0.0	1.0	0.02
PREV_NAME_GOODS_CATEGORY_Computers_MEAN	0.0001213366791102471	0.00017972480215714637	(Previous Application) MEAN, What kind of goods did the client apply for in the previous application	0.0	1.0	0.08	0.0	1.0	0.08
PREV_CHANNEL_TYPE_Regional / Local_MEAN	0.0001179555440831273	0.00033362866039891224	(Previous Application) MEAN, Through which channel we acquired the client on the previous application	0.0	1.0	0.08	0.0	1.0	0.07
APPROVED_HOUR_APPR_PROCESS_START_MAX	0.00011737476154344798	0.00033198595931010425	(Previous Application) MAX, Approximately at what hour did the client apply for the loan	0.0	23.0	13.65	0.0	21.0	13.22
ORGANIZATION_TYPE_Business Entity Type 3	0.00011340086714864523	0.00021032095692302493	(Application) Type of organization where client works	0.0	1.0	0.22	0.0	1.0	0.26
PREV_AMT_GOODS_PRICE_MAX	0.00011073595661621754	0.000313208583378027	(Previous Application) MAX, For consumer loans it is the price of the goods for which the loan is given	0.0	4185000.0	355488.65	0.0	2250000.0	332844.51
PREV_NAME_SELLER_INDUSTRY_XNA_MEAN	0.00010562542762015847	0.00019790417522766817	(Previous Application) MEAN, The industry of the seller	0.0	1.0	0.35	0.0	1.0	0.38
PREV_NAME_GOODS_CATEGORY_Consumer Electronics_MEAN	0.0001039954115853514	0.00019260525426030993	(Previous Application) MEAN, What kind of goods did the client apply for in the previous application	0.0	1.0	0.09	0.0	1.0	0.08
ACTIVE_DAYS_CREDIT_ENDDATE_MAX	9.938336365566586e-05	0.0001852437542509625	(Application) 	-2604.0	31198.0	3163.13	-2160.0	31198.0	3900.95
CC_AMT_DRAWINGS_CURRENT_SUM	9.767751075207477e-05	0.0002762737208888559	(Credit Card Balance) SUM, Amount drawing during the month of the previous credit	0.0	14488317.58	74044.17	0.0	5901238.48	102754.4
PREV_WEEKDAY_APPR_PROCESS_START_SATURDAY_MEAN	9.489431081621145e-05	0.00026840164269666827	(Previous Application) MEAN, On which day of the week did the client apply for the loan	0.0	1.0	0.15	0.0	1.0	0.13
NONLIVINGAREA_AVG	9.327982751482661e-05	0.000172734355640486	(Application) Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor	0.0	1.0	0.01	0.0	1.0	0.01
PREV_CODE_REJECT_REASON_HC_MEAN	9.14794270703039e-05	0.00025874289288188845	(Previous Application) MEAN, Why was the previous application rejected	0.0	1.0	0.05	0.0	1.0	0.08
BURO_DAYS_CREDIT_ENDDATE_MEAN	9.069865342164334e-05	0.00019400068201719733	(Bureau) MEAN, How many days before current application did client apply for Credit Bureau credit	-21342.0	31194.0	536.88	-10568.75	27538.0	810.69
PREV_PRODUCT_COMBINATION_POS mobile with interest_MEAN	8.688362811260909e-05	0.00024574401045006415	(Previous Application) MEAN, Detailed product combination of the previous application	0.0	1.0	0.16	0.0	1.0	0.18
PREV_WEEKDAY_APPR_PROCESS_START_SUNDAY_MEAN	8.496951294897584e-05	0.00016652371168646382	(Previous Application) MEAN, On which day of the week did the client apply for the loan	0.0	1.0	0.11	0.0	1.0	0.1
CC_AMT_PAYMENT_CURRENT_SUM	7.509419809679027e-05	0.00021239846680802535	(Credit Card Balance) SUM, How much did the client pay during the month on the previous credit	0.0	14130457.38	84552.84	0.0	6287310.54	98273.86
HOUSETYPE_MODE_block of flats	6.373535434858202e-05	0.00018027080504483945	(Application) Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor	0.0	1.0	0.5	0.0	1.0	0.42
INSTAL_PAYMENT_DIFF_SUM	5.644616637049105e-05	0.0001596538680502331	(Installments Payments) 	-3913033.95	2842603.78	-8690.99	-2453374.76	1301982.7	5170.72
PREV_CNT_PAYMENT_SUM	4.887759240707747e-05	0.00013824670815646632	(Previous Application) SUM, Term of previous credit at application of the previous application	0.0	1252.0	57.22	0.0	1038.0	66.25
FLAG_OWN_CAR	4.5804067343029276e-05	0.00012955346649672514	(Application) Flag if the client owns a car	0.0	1.0	0.34	0.0	1.0	0.32
CC_AMT_CREDIT_LIMIT_ACTUAL_MEAN	4.028237829433895e-05	0.00011393577141699544	(Credit Card Balance) MEAN, Credit amount of the loan	0.0	900000.0	56634.94	0.0	900000.0	65899.48
PREV_NAME_TYPE_SUITE_nan_MEAN	3.532149621397736e-05	9.990427797823345e-05	(Previous Application) MEAN, Who was accompanying client when he was applying for the loan	0.0	1.0	0.46	0.0	1.0	0.49
PREV_PRODUCT_COMBINATION_Cash X-Sell: middle_MEAN	2.718142337959627e-05	7.688067517606035e-05	(Previous Application) MEAN, Detailed product combination of the previous application	0.0	1.0	0.06	0.0	1.0	0.05
EMERGENCYSTATE_MODE_No	2.1082109554872443e-05	0.0005220833148440925	(Application) Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor	0.0	1.0	0.53	0.0	1.0	0.45
APPROVED_RATE_DOWN_PAYMENT_MIN	2.0788837538185295e-05	5.87997119849451e-05	(Previous Application) MIN, Down payment rate normalized on previous credit	0.0	0.85	0.05	0.0	0.6	0.04
REFUSED_AMT_DOWN_PAYMENT_MEAN	0.0	0.0	(Previous Application) MEAN, Down payment on the previous application	0.0	902775.0	963.16	0.0	124495.88	805.76
REFUSED_HOUR_APPR_PROCESS_START_MIN	0.0	0.0	(Previous Application) MIN, Approximately at what hour did the client apply for the loan	0.0	22.0	3.73	0.0	21.0	4.57
REFUSED_RATE_DOWN_PAYMENT_MAX	0.0	0.0	(Previous Application) MAX, Down payment rate normalized on previous credit	0.0	0.79	0.01	0.0	0.62	0.01
REFUSED_AMT_ANNUITY_MIN	0.0	0.0	(Previous Application) MIN, Loan annuity	0.0	172298.79	4490.47	0.0	70795.8	5312.07
REFUSED_RATE_DOWN_PAYMENT_MIN	0.0	0.0	(Previous Application) MIN, Down payment rate normalized on previous credit	0.0	0.79	0.01	0.0	0.31	0.01
REFUSED_HOUR_APPR_PROCESS_START_MEAN	0.0	0.0	(Previous Application) MEAN, Approximately at what hour did the client apply for the loan	0.0	22.0	3.98	0.0	21.0	4.97
REFUSED_AMT_ANNUITY_MAX	0.0	0.0	(Previous Application) MAX, Loan annuity	0.0	213292.71	6625.86	0.0	172334.16	8640.95
REFUSED_AMT_ANNUITY_MEAN	0.0	0.0	(Previous Application) MEAN, Loan annuity	0.0	172298.79	5510.45	0.0	123035.99	6947.66
REFUSED_AMT_APPLICATION_MIN	0.0	0.0	(Previous Application) MIN, For how much credit did client ask on the previous application	0.0	3150000.0	69970.26	0.0	2250000.0	76584.66
REFUSED_HOUR_APPR_PROCESS_START_MAX	0.0	0.0	(Previous Application) MAX, Approximately at what hour did the client apply for the loan	0.0	23.0	4.24	0.0	21.0	5.4
REFUSED_AMT_APPLICATION_MAX	0.0	0.0	(Previous Application) MAX, For how much credit did client ask on the previous application	0.0	3600000.0	122711.07	0.0	2250000.0	155921.8
REFUSED_AMT_GOODS_PRICE_MIN	0.0	0.0	(Previous Application) MIN, For consumer loans it is the price of the goods for which the loan is given	0.0	3150000.0	77526.05	0.0	2250000.0	89028.83
REFUSED_AMT_APPLICATION_MEAN	0.0	0.0	(Previous Application) MEAN, For how much credit did client ask on the previous application	0.0	3150000.0	94904.6	0.0	2250000.0	113336.28
REFUSED_AMT_CREDIT_MIN	0.0	0.0	(Previous Application) MIN, Credit amount of the loan	0.0	3524220.0	78094.67	0.0	2250000.0	87219.71
REFUSED_AMT_CREDIT_MAX	0.0	0.0	(Previous Application) MAX, Credit amount of the loan	0.0	3749053.5	137554.03	0.0	2517300.0	178908.47
NONLIVINGAREA_MODE	0.0	0.0	(Application) Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor	0.0	1.0	0.01	0.0	1.0	0.01
REFUSED_AMT_DOWN_PAYMENT_MIN	0.0	0.0	(Previous Application) MIN, Down payment on the previous application	0.0	742500.0	767.83	0.0	90000.0	522.13
REFUSED_AMT_DOWN_PAYMENT_MAX	0.0	0.0	(Previous Application) MAX, Down payment on the previous application	0.0	1125000.0	1172.09	0.0	331987.5	1183.9
REFUSED_AMT_GOODS_PRICE_MEAN	0.0	0.0	(Previous Application) MEAN, For consumer loans it is the price of the goods for which the loan is given	0.0	3150000.0	99330.5	0.0	2250000.0	121048.37
REFUSED_AMT_GOODS_PRICE_MAX	0.0	0.0	(Previous Application) MAX, For consumer loans it is the price of the goods for which the loan is given	0.0	3600000.0	122737.11	0.0	2250000.0	155921.8
ORGANIZATION_TYPE_Industry: type 5	0.0	0.0	(Application) Type of organization where client works	0.0	1.0	0.0	0.0	1.0	0.0
FLOORSMIN_MODE	0.0	0.0	(Application) Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor	0.0	1.0	0.07	0.0	1.0	0.06
REFUSED_RATE_DOWN_PAYMENT_MEAN	0.0	0.0	(Previous Application) MEAN, Down payment rate normalized on previous credit	0.0	0.79	0.01	0.0	0.36	0.01
LANDAREA_AVG	0.0	0.0	(Application) Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor	0.0	1.0	0.03	0.0	1.0	0.02
POS_NAME_CONTRACT_STATUS_Signed_MEAN	0.0	0.0	(POS CASH Balance) MEAN, Contract status during the month	0.0	1.0	0.01	0.0	0.74	0.01
POS_NAME_CONTRACT_STATUS_XNA_MEAN	0.0	0.0	(POS CASH Balance) MEAN, Contract status during the month	0.0	0.0	0.0	0.0	0.0	0.0
POS_NAME_CONTRACT_STATUS_nan_MEAN	0.0	0.0	(POS CASH Balance) MEAN, Contract status during the month	0.0	0.0	0.0	0.0	0.0	0.0
NONLIVINGAPARTMENTS_AVG	0.0	0.0	(Application) Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor	0.0	1.0	0.0	0.0	1.0	0.0
LIVINGAREA_AVG	0.0	0.0	(Application) Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor	0.0	1.0	0.05	0.0	1.0	0.05
LIVINGAPARTMENTS_AVG	0.0	0.0	(Application) Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor	0.0	1.0	0.03	0.0	0.83	0.03
FLOORSMIN_AVG	0.0	0.0	(Application) Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor	0.0	1.0	0.08	0.0	1.0	0.06
POS_NAME_CONTRACT_STATUS_Demand_MEAN	0.0	0.0	(POS CASH Balance) MEAN, Contract status during the month	0.0	0.68	0.0	0.0	0.63	0.0
FLOORSMAX_AVG	0.0	0.0	(Application) Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor	0.0	1.0	0.12	0.0	1.0	0.09
ENTRANCES_AVG	0.0	0.0	(Application) Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor	0.0	1.0	0.08	0.0	0.86	0.06
INSTAL_PAYMENT_DIFF_MAX	0.0	0.0	(Installments Payments) 	-13193.32	2424726.41	6219.01	0.0	621387.32	7708.23
ELEVATORS_AVG	0.0	0.0	(Application) Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor	0.0	1.0	0.04	0.0	1.0	0.03
COMMONAREA_AVG	0.0	0.0	(Application) Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor	0.0	1.0	0.01	0.0	1.0	0.01
YEARS_BUILD_AVG	0.0	0.0	(Application) Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor	0.0	1.0	0.26	0.0	1.0	0.22
POS_NAME_CONTRACT_STATUS_Returned to the store_MEAN	0.0	0.0	(POS CASH Balance) MEAN, Contract status during the month	0.0	1.0	0.0	0.0	1.0	0.0
APARTMENTS_MODE	0.0	0.0	(Application) Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor	0.0	1.0	0.06	0.0	1.0	0.05
NONLIVINGAPARTMENTS_MODE	0.0	0.0	(Application) Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor	0.0	1.0	0.0	0.0	1.0	0.0
COMMONAREA_MODE	0.0	0.0	(Application) Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor	0.0	1.0	0.01	0.0	1.0	0.01
REFUSED_DAYS_DECISION_MAX	0.0	0.0	(Previous Application) MAX, Relative to current application when was the decision about previous application made	-2910.0	0.0	-228.6	-2878.0	0.0	-257.47
REFUSED_DAYS_DECISION_MEAN	0.0	0.0	(Previous Application) MEAN, Relative to current application when was the decision about previous application made	-2910.0	0.0	-263.87	-2878.0	0.0	-303.22
LIVINGAPARTMENTS_MODE	0.0	0.0	(Application) Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor	0.0	1.0	0.03	0.0	0.91	0.03
BASEMENTAREA_MEDI	0.0	0.0	(Application) Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor	0.0	1.0	0.04	0.0	1.0	0.03
FLOORSMAX_MODE	0.0	0.0	(Application) Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor	0.0	1.0	0.11	0.0	1.0	0.09
ELEVATORS_MODE	0.0	0.0	(Application) Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor	0.0	1.0	0.03	0.0	1.0	0.03
POS_SK_DPD_MAX	0.0	0.0	(POS CASH Balance) MAX, DPD (days past due) during the month of previous credit	0.0	3731.0	13.13	0.0	3592.0	22.45
POS_NAME_CONTRACT_STATUS_Canceled_MEAN	0.0	0.0	(POS CASH Balance) MEAN, Contract status during the month	0.0	0.0	0.0	0.0	0.01	0.0
YEARS_BUILD_MODE	0.0	0.0	(Application) Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor	0.0	1.0	0.26	0.0	1.0	0.22
POS_SK_DPD_DEF_MAX	0.0	0.0	(POS CASH Balance) MAX, DPD (days past due) during the month of previous credit	0.0	2924.0	1.12	0.0	2379.0	3.53
POS_SK_DPD_DEF_MEAN	0.0	0.0	(POS CASH Balance) MEAN, DPD (days past due) during the month of previous credit	0.0	1145.67	0.14	0.0	967.57	0.95
BASEMENTAREA_MODE	0.0	0.0	(Application) Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor	0.0	1.0	0.04	0.0	1.0	0.03
POS_NAME_CONTRACT_STATUS_Amortized debt_MEAN	0.0	0.0	(POS CASH Balance) MEAN, Contract status during the month	0.0	0.33	0.0	0.0	0.41	0.0
POS_NAME_CONTRACT_STATUS_Approved_MEAN	0.0	0.0	(POS CASH Balance) MEAN, Contract status during the month	0.0	0.57	0.0	0.0	0.12	0.0
APARTMENTS_MEDI	0.0	0.0	(Application) Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor	0.0	1.0	0.06	0.0	1.0	0.05
FLOORSMAX_MEDI	0.0	0.0	(Application) Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor	0.0	1.0	0.12	0.0	1.0	0.09
YEARS_BEGINEXPLUATATION_MEDI	0.0	0.0	(Application) Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor	0.0	1.0	0.51	0.0	1.0	0.43
PREV_NAME_SELLER_INDUSTRY_nan_MEAN	0.0	0.0	(Previous Application) MEAN, The industry of the seller	0.0	0.0	0.0	0.0	0.0	0.0
FLAG_DOCUMENT_14	0.0	0.0	(Application) Did client provide document 14	0.0	1.0	0.0	0.0	1.0	0.0
PREV_NAME_SELLER_INDUSTRY_Furniture_MEAN	0.0	0.0	(Previous Application) MEAN, The industry of the seller	0.0	1.0	0.05	0.0	1.0	0.03
PREV_NAME_SELLER_INDUSTRY_Industry_MEAN	0.0	0.0	(Previous Application) MEAN, The industry of the seller	0.0	1.0	0.02	0.0	1.0	0.02
PREV_NAME_SELLER_INDUSTRY_Jewelry_MEAN	0.0	0.0	(Previous Application) MEAN, The industry of the seller	0.0	1.0	0.0	0.0	0.33	0.0
PREV_NAME_SELLER_INDUSTRY_MLM partners_MEAN	0.0	0.0	(Previous Application) MEAN, The industry of the seller	0.0	1.0	0.0	0.0	0.33	0.0
PREV_NAME_SELLER_INDUSTRY_Tourism_MEAN	0.0	0.0	(Previous Application) MEAN, The industry of the seller	0.0	1.0	0.0	0.0	0.0	0.0
FLAG_DOCUMENT_13	0.0	0.0	(Application) Did client provide document 13	0.0	1.0	0.0	0.0	1.0	0.0
YEARS_BUILD_MEDI	0.0	0.0	(Application) Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor	0.0	1.0	0.26	0.0	1.0	0.22
FLAG_DOCUMENT_12	0.0	0.0	(Application) Did client provide document 12	0.0	0.0	0.0	0.0	0.0	0.0
PREV_NAME_YIELD_GROUP_low_action_MEAN	0.0	0.0	(Previous Application) MEAN, Grouped interest rate into small medium and high of the previous application	0.0	1.0	0.07	0.0	1.0	0.05
FLAG_DOCUMENT_11	0.0	0.0	(Application) Did client provide document 11	0.0	1.0	0.0	0.0	1.0	0.0
FLAG_DOCUMENT_10	0.0	0.0	(Application) Did client provide document 10	0.0	0.0	0.0	0.0	0.0	0.0
PREV_NAME_YIELD_GROUP_nan_MEAN	0.0	0.0	(Previous Application) MEAN, Grouped interest rate into small medium and high of the previous application	0.0	0.0	0.0	0.0	0.0	0.0
